Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Cleaning surfaces (product.metafields.shopify.cleaning-surfaces),Color (product.metafields.shopify.color-pattern),Dispenser type (product.metafields.shopify.dispenser-type),Fabric (product.metafields.shopify.fabric),Item style (product.metafields.shopify.item-style),Neckline (product.metafields.shopify.neckline),Personalization design (product.metafields.shopify.personalization-design),Size (product.metafields.shopify.size),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
sundari-tshirt,Sundari Tee,"<p><img><meta charset=""utf-8""><span>Capitalism distorted beauty standards by idealizing fair skin and specific body types.<br>The Sundari, a reimagining of old matchbox art, celebrates Indian beauty by embracing its diversity.</span></p>
<p><span>Designed by <a href=""https://www.instagram.com/deeyasart/"" rel=""noopener"" target=""_blank"">@deeyasart</a></span></p>
<p><span><meta charset=""utf-8"">
<strong><strong data-start=""214"" data-end=""226"">Product Details:</strong><br data-start=""226"" data-end=""229""></strong>– Unisex oversized fit<br data-start=""251"" data-end=""254"">– 240 GSM<br data-start=""263"" data-end=""266"">– 100% cotton<br data-start=""279"" data-end=""282"" data-is-only-node="""">– Front brand patch &amp; back DTG print<br></span></p>",Maachis,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Tshirts,"Indian Matchboxes, Maachis, Vintage",true,Color,black,product.metafields.shopify.color-pattern,Size,s,product.metafields.shopify.size,,,,,200.0,shopify,0,deny,manual,1799.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0852/6096/0021/files/1_e0859755-c4d5-42cb-91b3-25218775d4d8.png?v=1745414621,1,"",false,,,,,,,,,,,,,,,,black,,,,,,s; m; l,,,g,,,active
sundari-tshirt,,,,,,,,,black,,,m,,,,,"",200.0,shopify,0,deny,manual,1799.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0852/6096/0021/files/2_776faea9-cd5e-45ee-bf01-11a7594744ce.png?v=1745414621,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
sundari-tshirt,,,,,,,,,black,,,l,,,,,"",200.0,shopify,0,deny,manual,1799.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0852/6096/0021/files/3_53db60c4-3189-4e4f-8eef-c4da4b20bbb8.png?v=1745414621,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
sundari-tshirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0852/6096/0021/files/Size-chart-website.png?v=1745558969,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sundari-matchbox,The Sundari,"<p><meta charset=""utf-8"">Capitalism distorted beauty standards by idealizing fair skin and specific body types.The Sundari, a reimagining of old matchbox art, celebrates Indian beauty by embracing its diversity.</p>
<p><meta charset=""utf-8""><strong data-end=""528"" data-start=""515"">Design by</strong> <a href=""https://www.instagram.com/deeyasart"" class="""" data-end=""578"" data-start=""529"">@deeyasart</a></p>
<div class=""product-accordion"">

<!-- Accordion Sections -->
<details>
<summary><strong>Materials</strong></summary>
<ul>
<li>Ivory-finished wood</li>
<li>Safety matches</li>
<li>Striking surface</li>
</ul>
</details>
<details open="""">
<summary><strong>Specifications</strong></summary>
<ul>
<li>Dual magnetic closures on both sides</li>
<li>Dimensions: 68mm × 48mm × 22mm</li>
<li>Includes two spare striker sheet</li>
</ul>
</details>
<details>
<summary><strong>Shipping</strong></summary>
<ul>
<li>Domestic delivery: 4–5 days after dispatch</li>
<li>International delivery: 15–20 days</li>
</ul>
<p><strong>Note for international orders:</strong> We can’t ship flammable materials across borders, so matchsticks won’t be included. You can refill with any regular-size matchsticks found at most local stores.</p>
</details>
<details>
<summary><strong>Care &amp; Safety</strong></summary>
<ul>
<li>Store at room temperature (20–25°C) - wood expands and contracts with humidity</li>
<li>Refill with any regular-size matchsticks once used up</li>
<li>Replace striker sheet when worn - peel and paste to reuse<br>
</li>
<li>Burn within sight. Keep away from combustibles, children, and pets</li>
</ul>
</details>
</div>",Maachis,Home & Garden > Smoking Accessories,Matchboxes,"Handmade, Indian Matchboxes, Maachis, Vintage",true,Title,Default Title,,,,,,,,"",33.0,,-3,deny,manual,999.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0852/6096/0021/files/TheSundari-Front.png?v=1759232946,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
sundari-matchbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0852/6096/0021/files/TheSundari-Back.png?v=1759232946,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-sundari,The Sundari Postcard,"<p>Capitalism distorted beauty standards by idealizing fair skin and specific body types.The Sundari, a reimagining of old matchbox art, celebrates Indian beauty by embracing its diversity.</p>
<p><!-- Accordion Sections --></p>
<div class=""product-accordion"">
<details open="""">
<summary><strong>Materials</strong></summary>
<ul>
<li>Textured Paper</li>
<li>RSW 270 GSM</li>
</ul>
</details>
<details open="""">
<summary><strong>Specifications</strong></summary>
<ul>
<li>Size: 5.5 x 4 inches</li>
</ul>
</details>
<details open="""">
<summary><strong>Shipping</strong></summary>
<ul>
<li>Domestic delivery: 4–5 days after dispatch</li>
<li>International delivery: 15–20 days</li>
</ul>
</details>
</div>",Maachis,Office Supplies > General Office Supplies > Paper Products > Post Cards,"","",true,Title,Default Title,,,,,,,,,0.0,,-1,deny,manual,250.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0852/6096/0021/files/61.jpg?v=1759916982,1,"",false,,,3871,,,,,,,,,,,,,multicolor,,,retro-vintage; colorful; novelty,,printed,,art,,g,,,active
three-ekka-gift-matchbox,Three Ekka,"<p><meta charset=""utf-8""><meta charset=""utf-8""><span></span><span></span><span>Three Ekka (तीन एक्का) or three aces is the strongest hand you can get in Indian card games like teen patti. <br>The kind of hand that makes you rich and others bitch.</span><br></p>
<!-- Accordion Sections -->
<div class=""product-accordion"">
<details>
<summary><strong>Materials</strong></summary>
<ul>
<li>Ivory-finished wood</li>
<li>Safety matches</li>
<li>Striking surface</li>
</ul>
</details>
<details>
<summary><strong>Specifications</strong></summary>
<ul>
<li>Dual magnetic closures on both sides</li>
<li>Dimensions: 68mm × 48mm × 22mm</li>
<li>Includes two spare striker sheet</li>
</ul>
</details>
<details>
<summary><strong>Shipping</strong></summary>
<ul>
<li>Domestic delivery: 4–5 days after dispatch</li>
<li>International delivery: 15–20 days</li>
</ul>
<p><strong>Note for international orders:</strong> We can’t ship flammable materials across borders, so matchsticks won’t be included. You can refill with any regular-size matchsticks found at most local stores.</p>
</details>
<details>
<summary><strong>Care &amp; Safety</strong></summary>
<ul>
<li>Store at room temperature (20–25°C) - wood expands and contracts with humidity</li>
<li>Refill with any regular-size matchsticks once used up</li>
<li>Replace striker sheet when worn - peel and paste to reuse</li>
<li>Burn within sight. Keep away from combustibles, children, and pets</li>
</ul>
</details>
</div>",Maachis,Home & Garden > Household Supplies,"","Handmade, Indian Matchboxes, Maachis, Vintage",true,Title,Default Title,,,,,,,,,33.0,,63,continue,manual,999.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0852/6096/0021/files/Playing_cards_front.png?v=1759816296,1,"",false,,,,,,,,,,,,,,,,beige; red,,,,,,,,,g,,,active
three-ekka-gift-matchbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0852/6096/0021/files/Frame48097620_36074b49-182d-45a3-ac67-1b4aeedd5fe0.png?v=1759816296,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
three-ekka-gift-matchbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0852/6096/0021/files/Three_ekka_back.png?v=1760538972,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
three-ekka-gift-matchbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0852/6096/0021/files/Inside_the_box_d638663c-290e-4656-853e-c355baff479f.png?v=1760538972,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
three-ekka,Three Ekka Postcard,"<p><span>Three Ekka (तीन एक्का) or three aces is the strongest hand you can get in Indian card games like teen patti. <br>The kind of hand that makes you rich and others bitch.</span></p>
<p><!-- Accordion Sections --></p>
<div class=""product-accordion"">
<details open="""">
<summary><strong>Materials</strong></summary>
<ul>
<li>Textured Paper</li>
<li>RSW 270 GSM</li>
</ul>
</details>
<details open="""">
<summary><strong>Specifications</strong></summary>
<ul>
<li>Size: 5.5 x 4 inches</li>
</ul>
</details>
<details open="""">
<summary><strong>Shipping</strong></summary>
<ul>
<li>Domestic delivery: 4–5 days after dispatch</li>
<li>International delivery: 15–20 days</li>
</ul>
</details>
</div>",Maachis,Office Supplies > General Office Supplies > Paper Products > Post Cards,"","",true,Title,Default Title,,,,,,,,,0.0,,-1,deny,manual,250.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0852/6096/0021/files/Threeekka_50d6cd66-f509-40b6-8479-4158318a3391.png?v=1761754570,1,"",false,,,3871,,,,,,,,,,,,,multicolor,,,retro-vintage; colorful; novelty,,printed,,art,,g,,,active
zakir-hussain,Zakir Hussain,"<p><meta charset=""utf-8"">Zakir Hussain was a revolutionary who shaped percussion as a global language. The soul of Shakti and the pulse behind Ravi Shankar's iconic sound—this is our tribute to the maestro who played beats with heart, right into ours.</p>
<div class=""product-accordion"">

<!-- Accordion Sections -->
<details>
<summary><strong>Materials</strong></summary>
<ul>
<li>Ivory-finished wood</li>
<li>Safety matches</li>
<li>Striking surface</li>
</ul>
</details>
<details open="""">
<summary><strong>Specifications</strong></summary>
<ul>
<li>Dual magnetic closures on both sides</li>
<li>Dimensions: 68mm × 48mm × 22mm</li>
<li>Includes two spare striker sheet</li>
</ul>
</details>
<details>
<summary><strong>Shipping</strong></summary>
<ul>
<li>Domestic delivery: 4–5 days after dispatch</li>
<li>International delivery: 15–20 days</li>
</ul>
<p><strong>Note for international orders:</strong> We can’t ship flammable materials across borders, so matchsticks won’t be included. You can refill with any regular-size matchsticks found at most local stores.</p>
</details>
<details>
<summary><strong>Care &amp; Safety</strong></summary>
<ul>
<li>Store at room temperature (20–25°C) - wood expands and contracts with humidity</li>
<li>Refill with any regular-size matchsticks once used up</li>
<li>Replace striker sheet when worn - peel and paste to reuse<br>
</li>
<li>Burn within sight. Keep away from combustibles, children, and pets</li>
</ul>
</details>
</div>",Maachis,Home & Garden > Household Supplies,"","Handmade, Indian Matchboxes, Maachis, Vintage",true,Title,Default Title,,,,,,,,,33.0,,-15,deny,manual,799.00,999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0852/6096/0021/files/Zakir-Hussain-Tabla_Maestro.png?v=1751907186,1,"",false,,,,,,,,,,,,,,,,beige; red,,,,,,,,,g,,,active
zakir-hussain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0852/6096/0021/files/Zakir-Hussain-Tabla-Maestro-front.png?v=1751907186,2,Zakir-Hussain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zakir-hussain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0852/6096/0021/files/Jakir-Hussain-Tabla-Maestro.png?v=1751907186,3,Jakir-Hussain-Tabla-Maestro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zakir-hussain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0852/6096/0021/files/Jakir-Hussain-Tabla-Maestro-back.png?v=1751907186,4,Jakir-Hussain-Tabla-Maestro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zakir-hussain-1,Zakir Hussain Postcard,"<p>Zakir Hussain was a revolutionary who shaped percussion as a global language. The soul of Shakti and the pulse behind Ravi Shankar's iconic sound—this is our tribute to the maestro who played beats with heart, right into ours.</p>
<p><!-- Accordion Sections --></p>
<div class=""product-accordion"">
<details open="""">
<summary><strong>Materials</strong></summary>
<ul>
<li>Textured Paper</li>
<li>RSW 270 GSM</li>
</ul>
</details>
<details open="""">
<summary><strong>Specifications</strong></summary>
<ul>
<li>Size: 5.5 x 4 inches</li>
</ul>
</details>
<details open="""">
<summary><strong>Shipping</strong></summary>
<ul>
<li>Domestic delivery: 4–5 days after dispatch</li>
<li>International delivery: 15–20 days</li>
</ul>
</details>
</div>",Maachis,Office Supplies > General Office Supplies > Paper Products > Post Cards,"","",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,250.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0852/6096/0021/files/zakir.jpg?v=1761755277,1,"",false,,,3871,,,,,,,,,,,,,multicolor,,,retro-vintage; colorful; novelty,,printed,,art,,g,,,active
